0	21764	1145
1	20218	2246
2	15671	2765
3	17186	4296
4	17515	5838
5	18221	7809
6	15977	8603
7	14212	9474
8	14027	11477
9	13931	13931
10	12290	15022
11	10485	15728
12	9662	17944
13	8723	20354
14	7140	21422
15	5713	22854
16	4113	23307
17	2841	25575
18	1488	28273
19	0	29386
